support,itemsets,length
0.01,"frozenset({('coffee',), ('domestic eggs',), ('waffles',), ('cereals',), ('pastry',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('cereals',), ('pastry',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('domestic eggs',), ('cereals',), ('pastry',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('cereals',), ('pastry',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('waffles',), ('cereals',), ('pastry',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('domestic eggs',), ('waffles',), ('cereals',), ('pastry',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('waffles',), ('cereals',), ('pastry',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('cereals',), ('pastry',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('waffles',), ('cereals',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('domestic eggs',), ('waffles',), ('cereals',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('waffles',), ('cereals',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('cereals',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('waffles',), ('cereals',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('soda',), ('waffles',), ('pastry',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('soda',), ('pastry',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('soda',), ('pastry',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('soda',), ('pastry',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('soda',), ('waffles',), ('pastry',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('soda',), ('waffles',), ('pastry',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('soda',), ('waffles',), ('pastry',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('soda',), ('pastry',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('soda',), ('pastry',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('domestic eggs',), ('soda',), ('pastry',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('soda',), ('waffles',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('soda',), ('waffles',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('soda',), ('waffles',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('soda',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('soda',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('domestic eggs',), ('soda',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('soda',), ('waffles',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('soda',), ('waffles',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('domestic eggs',), ('soda',), ('waffles',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('domestic eggs',), ('soda',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('soda',), ('waffles',), ('pastry',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('soda',), ('waffles',), ('pastry',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('domestic eggs',), ('soda',), ('waffles',), ('pastry',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('soda',), ('pastry',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('domestic eggs',), ('soda',), ('pastry',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('soda',), ('pastry',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('soda',), ('waffles',), ('pastry',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('domestic eggs',), ('soda',), ('waffles',), ('pastry',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('soda',), ('waffles',), ('pastry',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('soda',), ('pastry',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('soda',), ('waffles',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('domestic eggs',), ('soda',), ('waffles',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('soda',), ('waffles',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('soda',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('soda',), ('waffles',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('waffles',), ('pastry',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('waffles',), ('pastry',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('waffles',), ('pastry',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('pastry',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('pastry',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('domestic eggs',), ('pastry',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('waffles',), ('pastry',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('waffles',), ('pastry',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('domestic eggs',), ('waffles',), ('pastry',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('domestic eggs',), ('pastry',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('waffles',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('waffles',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('domestic eggs',), ('waffles',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('domestic eggs',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('domestic eggs',), ('waffles',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('waffles',), ('pastry',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('domestic eggs',), ('waffles',), ('pastry',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('waffles',), ('pastry',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('pastry',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('waffles',), ('pastry',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('waffles',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('bottled water',), ('curd',), ('flour',), ('butter',), ('dishes',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('soda',), ('cereals',), ('pastry',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('soda',), ('waffles',), ('cereals',), ('pastry',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('soda',), ('cereals',), ('pastry',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('brown bread',), ('soda',), ('cereals',), ('pastry',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('domestic eggs',), ('soda',), ('cereals',), ('pastry',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('soda',), ('waffles',), ('cereals',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('soda',), ('cereals',), ('whole milk',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('brown bread',), ('soda',), ('cereals',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('domestic eggs',), ('soda',), ('cereals',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('soda',), ('waffles',), ('cereals',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('brown bread',), ('soda',), ('waffles',), ('cereals',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('domestic eggs',), ('soda',), ('waffles',), ('cereals',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('brown bread',), ('soda',), ('cereals',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('domestic eggs',), ('soda',), ('cereals',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('brown bread',), ('domestic eggs',), ('soda',), ('cereals',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('soda',), ('waffles',), ('cereals',), ('pastry',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('soda',), ('cereals',), ('pastry',), ('whole milk',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('brown bread',), ('soda',), ('cereals',), ('pastry',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('domestic eggs',), ('soda',), ('cereals',), ('pastry',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('soda',), ('waffles',), ('cereals',), ('pastry',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('brown bread',), ('soda',), ('waffles',), ('cereals',), ('pastry',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('domestic eggs',), ('soda',), ('waffles',), ('cereals',), ('pastry',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('brown bread',), ('soda',), ('cereals',), ('pastry',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('domestic eggs',), ('soda',), ('cereals',), ('pastry',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('brown bread',), ('domestic eggs',), ('soda',), ('cereals',), ('pastry',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('soda',), ('waffles',), ('cereals',), ('whole milk',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('brown bread',), ('soda',), ('waffles',), ('cereals',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('domestic eggs',), ('soda',), ('waffles',), ('cereals',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('brown bread',), ('soda',), ('cereals',), ('whole milk',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('domestic eggs',), ('soda',), ('cereals',), ('whole milk',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('brown bread',), ('domestic eggs',), ('soda',), ('cereals',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('brown bread',), ('soda',), ('waffles',), ('cereals',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('domestic eggs',), ('soda',), ('waffles',), ('cereals',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('brown bread',), ('domestic eggs',), ('soda',), ('waffles',), ('cereals',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('brown bread',), ('domestic eggs',), ('soda',), ('cereals',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('waffles',), ('cereals',), ('pastry',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('cereals',), ('pastry',), ('whole milk',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('brown bread',), ('cereals',), ('pastry',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('domestic eggs',), ('cereals',), ('pastry',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('waffles',), ('cereals',), ('pastry',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('brown bread',), ('waffles',), ('cereals',), ('pastry',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('domestic eggs',), ('waffles',), ('cereals',), ('pastry',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('brown bread',), ('cereals',), ('pastry',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('domestic eggs',), ('cereals',), ('pastry',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('brown bread',), ('domestic eggs',), ('cereals',), ('pastry',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('waffles',), ('cereals',), ('whole milk',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('brown bread',), ('waffles',), ('cereals',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('domestic eggs',), ('waffles',), ('cereals',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('brown bread',), ('cereals',), ('whole milk',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('domestic eggs',), ('cereals',), ('whole milk',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('brown bread',), ('domestic eggs',), ('cereals',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('brown bread',), ('waffles',), ('cereals',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('domestic eggs',), ('waffles',), ('cereals',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('brown bread',), ('domestic eggs',), ('waffles',), ('cereals',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('brown bread',), ('domestic eggs',), ('cereals',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('waffles',), ('cereals',), ('pastry',), ('whole milk',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('brown bread',), ('waffles',), ('cereals',), ('pastry',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('domestic eggs',), ('waffles',), ('cereals',), ('pastry',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('brown bread',), ('cereals',), ('pastry',), ('whole milk',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('domestic eggs',), ('cereals',), ('pastry',), ('whole milk',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('brown bread',), ('domestic eggs',), ('cereals',), ('pastry',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('brown bread',), ('waffles',), ('cereals',), ('pastry',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('domestic eggs',), ('waffles',), ('cereals',), ('pastry',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('brown bread',), ('domestic eggs',), ('waffles',), ('cereals',), ('pastry',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('brown bread',), ('domestic eggs',), ('cereals',), ('pastry',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('brown bread',), ('waffles',), ('cereals',), ('whole milk',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('domestic eggs',), ('waffles',), ('cereals',), ('whole milk',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('brown bread',), ('domestic eggs',), ('waffles',), ('cereals',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('brown bread',), ('domestic eggs',), ('cereals',), ('whole milk',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('brown bread',), ('domestic eggs',), ('waffles',), ('cereals',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('soda',), ('waffles',), ('pastry',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('soda',), ('pastry',), ('whole milk',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('brown bread',), ('soda',), ('pastry',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('domestic eggs',), ('soda',), ('pastry',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('soda',), ('waffles',), ('pastry',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('brown bread',), ('soda',), ('waffles',), ('pastry',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('domestic eggs',), ('soda',), ('waffles',), ('pastry',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('brown bread',), ('soda',), ('pastry',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('domestic eggs',), ('soda',), ('pastry',), ('whole milk',), ('candy',), ('yogurt',)})",7
